Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in),Distance(mi),Hour_of_Day,Is_Weekend,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Infra_Feature_Count,Severity
65.0,70.0,29.95,10.0,7.0,0.0,0.022,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
73.0,88.0,29.61,10.0,14.0,0.01,0.9900000095367432,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
71.0,75.0,29.37,10.0,15.0,0.0,1.18,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
68.0,40.0,29.57,10.0,6.0,0.0,0.454,13.0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,2
55.0,38.0,25.1,10.0,6.0,0.0,0.0,4.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
52.0,14.0,29.03,10.0,15.0,0.0,0.0,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
73.0,49.0,30.07,10.0,4.6,0.0,0.01,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
76.0,87.0,30.0,10.0,10.0,0.0,0.011,2.0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,2
63.0,93.0,30.17,10.0,9.2,0.0,0.01,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
62.0,72.0,29.95,10.0,7.0,0.0,0.302,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
59.0,88.0,30.12,8.0,3.5,0.0,0.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
57.2,72.0,29.84,4.0,9.2,0.0,0.01,16.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,3
100.0,13.0,25.72,10.0,9.0,0.0,0.026,13.0,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
90.0,52.0,29.28,10.0,14.0,0.0,0.0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
50.0,100.0,30.09,1.5,12.7,0.0,0.0,10.0,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
54.0,64.0,29.58,10.0,3.0,0.0,0.0,16.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
64.0,73.0,29.45,10.0,16.0,0.0,0.5,15.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
58.0,97.0,29.53,5.0,6.0,0.0,0.028,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
82.0,79.0,30.05,10.0,6.9,0.0,0.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
70.0,16.0,29.52,10.0,8.0,0.0,0.117,12.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
42.1,70.0,30.17,9.0,6.9,0.0,0.439,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
66.0,26.0,29.07,10.0,0.0,0.0,1.011,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
77.0,69.0,29.77,6.0,9.0,0.0,0.0,13.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
48.0,93.0,29.26,3.0,35.0,0.01,4.273,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
76.0,54.0,29.95,10.0,15.0,0.0,0.0,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
67.0,42.0,29.93,10.0,10.0,0.0,0.22,16.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
47.0,83.0,30.15,10.0,6.0,0.0,3.136,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
59.0,83.0,29.88,10.0,4.6,0.0,0.01,22.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
85.0,33.0,29.65,10.0,6.0,0.0,0.503,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
93.9,18.0,29.91,10.0,10.4,0.0,0.0,17.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
66.0,65.0,29.76,10.0,6.0,0.0,0.417,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
39.0,100.0,29.37,10.0,0.0,0.0,7.074,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
57.0,72.0,29.92,9.0,6.0,0.0,0.003,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
72.0,57.0,26.18,10.0,3.0,0.0,0.765,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,4
73.9,57.0,29.9,10.0,3.5,0.0,0.0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
59.0,63.0,29.94,10.0,6.9,0.0,0.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
69.1,75.0,29.85,10.0,13.8,0.0,0.0,9.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
75.0,53.0,29.98,10.0,10.4,0.0,0.0,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
68.0,26.0,28.93,7.0,8.0,0.0,0.0,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
57.0,94.0,29.93,10.0,0.0,0.0,0.091,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
60.0,72.0,29.97,4.0,0.0,0.0,1.541,17.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
65.0,78.0,29.77,10.0,9.0,0.0,0.275,13.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
78.0,90.0,29.79,10.0,5.0,0.0,0.026,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
57.9,97.0,30.15,1.8,4.6,0.0,0.521,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
82.0,82.0,29.92,10.0,7.0,0.0,0.0,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
62.1,70.0,29.94,10.0,16.1,0.0,0.037,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
63.0,54.0,29.93,10.0,3.0,0.0,0.048,19.0,True,False,False,True,False,False,False,False,False,False,True,False,False,2,2
64.9,78.0,30.14,6.0,5.0,0.0,0.0,9.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,3
86.0,63.0,29.87,10.0,6.9,0.0,0.0,19.0,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
60.0,90.0,29.97,10.0,5.0,0.0,0.043,9.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
91.0,23.0,27.06,10.0,10.0,0.0,0.165,21.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
68.0,64.0,29.89,10.0,5.8,0.0,0.01,16.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
54.0,66.0,29.65,10.0,6.0,0.0,0.0,17.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
70.0,71.0,29.39,10.0,5.0,0.0,0.0,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,3
95.0,30.0,29.86,10.0,5.8,0.0,0.0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
64.0,40.0,30.14,10.0,0.0,0.0,0.0,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
50.0,41.0,29.76,10.0,0.0,0.0,0.132,1.0,True,False,False,False,False,False,False,False,True,False,False,False,False,1,2
59.0,90.0,29.93,10.0,6.0,0.0,2.9160000000000004,8.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
88.0,19.0,28.7,7.0,7.0,0.0,0.0,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
79.0,84.0,29.92,10.0,0.0,0.0,0.0,7.0,False,False,False,False,True,False,False,False,False,False,False,False,True,2,2
91.0,59.0,30.04,10.0,5.0,0.0,0.0,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
57.0,37.0,29.49,8.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,2
69.0,90.0,29.76,5.0,3.0,0.0,0.0,6.0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,2
59.0,72.0,29.62,10.0,0.0,0.0,0.826,22.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
55.0,40.0,30.04,1.0,4.6,0.0,0.0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
73.9,76.0,29.98,10.0,9.2,0.0,0.01,10.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
71.0,75.0,29.77,10.0,5.0,0.0,0.958,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
53.1,77.0,30.32,10.0,6.0,0.0,0.042,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
58.0,93.0,29.99,6.0,12.0,0.06,0.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
70.0,73.0,29.32,10.0,3.0,0.0,0.05,11.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
62.0,56.0,28.9,10.0,12.0,0.0,2.376,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
75.0,66.0,29.89,10.0,5.8,0.0,0.58,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
75.0,82.0,29.93,10.0,8.1,0.0,0.0,14.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,3
73.0,61.0,29.49,10.0,9.0,0.0,1.11,11.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
53.0,74.0,29.63,10.0,10.0,0.0,0.0,22.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,1
72.0,84.0,29.9,9.0,20.0,0.0,0.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
82.0,54.0,29.2,10.0,7.0,0.0,0.0,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
45.0,86.0,29.9,10.0,5.0,0.03,0.0,11.0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,2
48.0,82.0,29.93,10.0,0.0,0.0,1.113,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
72.0,81.0,29.82,8.0,3.5,0.0,0.0,23.0,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
81.0,39.0,29.85,10.0,6.9,0.0,0.0,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
61.0,54.0,29.61,10.0,9.0,0.0,0.0,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
85.0,37.0,29.75,10.0,8.0,0.0,0.0,14.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
59.0,67.0,30.05,10.0,15.0,0.0,0.037,17.0,False,True,False,True,False,False,False,False,False,False,False,False,False,2,2
55.0,96.0,30.07,10.0,4.6,0.0,0.01,8.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,3
76.0,19.0,29.57,7.0,5.0,0.0,0.124,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
82.9,58.0,29.83,10.0,5.8,0.0,0.01,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
71.0,57.0,30.01,10.0,15.0,0.0,0.039,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
41.0,100.0,29.96,7.0,0.0,0.01,0.433,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
45.0,76.0,29.88,10.0,6.0,0.0,0.039,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
53.0,83.0,29.52,9.0,15.0,0.01,0.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
50.0,66.0,29.91,10.0,13.0,0.0,0.088,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
79.0,79.0,29.89,10.0,5.8,0.0,0.01,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,3
77.0,39.0,30.04,10.0,10.4,0.0,0.01,13.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,3
60.0,86.0,30.05,8.0,0.0,0.0,0.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
51.0,74.0,29.74,10.0,0.0,0.0,0.03,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
39.0,28.0,23.37,10.0,9.0,0.0,1.777,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,4
58.0,60.0,29.56,10.0,0.0,0.0,0.0,9.0,True,False,False,False,False,False,False,False,False,False,True,False,False,1,3
85.0,72.0,29.96,10.0,7.0,0.0,0.0,8.0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,1
81.0,39.0,28.92,10.0,12.0,0.0,0.157,22.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
78.0,60.0,29.83,10.0,13.0,0.0,0.6559999999999999,13.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
53.6,72.0,30.1,10.0,9.2,0.0,0.01,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
46.0,100.0,28.59,0.0,0.0,0.0,0.0,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
51.0,68.0,30.24,10.0,7.0,0.0,0.0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
57.0,21.0,29.61,10.0,8.0,0.0,0.972,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
65.0,45.0,29.97,10.0,3.0,0.0,0.923,19.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
61.0,81.0,29.92,10.0,6.0,0.0,0.0069999999999999,23.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
55.0,94.0,28.45,10.0,8.0,0.0,0.0,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
66.0,37.0,29.79,10.0,0.0,0.0,0.0,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
100.0,18.0,29.25,7.0,12.0,0.0,0.047,19.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
79.0,90.0,29.87,10.0,11.5,0.02,0.0,13.0,False,False,False,True,True,False,False,False,False,False,False,False,True,3,2
74.0,66.0,29.81,10.0,7.0,0.0,0.118,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
85.0,74.0,29.48,10.0,12.0,0.0,0.0,11.0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,2
57.0,51.0,27.77,10.0,0.0,0.0,0.02,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
54.0,77.0,29.45,10.0,0.0,0.0,0.455,9.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
65.0,28.0,30.27,10.0,8.0,0.0,0.079,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
57.0,55.0,30.03,10.0,0.0,0.0,0.0,8.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
91.4,20.0,29.81,7.0,9.2,0.0,0.0,18.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,3
56.0,80.0,29.96,4.0,3.0,0.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
60.0,60.0,30.01,10.0,0.0,0.0,0.0,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
50.0,93.0,29.18,0.25,3.0,0.0,0.0,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
53.1,93.0,29.69,9.0,24.2,0.04,0.01,21.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
59.0,96.0,29.91,3.0,6.0,0.0,0.0,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
95.0,43.0,29.99,10.0,15.0,0.0,0.0,13.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,3
60.1,38.0,30.15,10.0,11.5,0.0,0.153,15.0,False,False,False,True,False,False,False,False,False,False,False,False,False,1,4
95.0,43.0,29.85,10.0,16.1,0.0,0.0,15.0,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
81.0,52.0,29.66,6.0,5.0,0.0,3.544,11.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
53.0,93.0,30.05,2.0,0.0,0.0,0.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
57.0,89.0,29.73,10.0,0.0,0.0,5.185,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
73.0,68.0,29.9,10.0,13.8,0.0,0.0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
77.0,69.0,29.85,10.0,12.7,0.0,1.244,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
64.0,82.0,29.74,10.0,3.0,0.0,0.0,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
87.0,61.0,29.98,10.0,6.0,0.0,0.0,10.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
66.0,70.0,29.98,10.0,9.0,0.0,0.0,9.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,3
48.0,68.0,29.75,10.0,8.0,0.0,0.056,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
77.0,84.0,29.85,10.0,12.0,0.0,0.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1
59.0,62.0,30.19,10.0,5.0,0.0,0.35,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
59.0,72.0,29.97,10.0,8.0,0.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
64.9,73.0,29.91,6.0,7.5,0.0,0.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
68.0,87.0,29.83,6.0,21.0,0.25,0.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
63.0,48.0,29.5,10.0,6.0,0.0,1.386,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
73.0,66.0,29.26,10.0,6.0,0.0,0.682,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
45.0,87.0,28.94,10.0,12.0,0.0,0.374,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
65.0,61.0,29.04,10.0,8.0,0.0,0.302,18.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
64.0,23.0,29.53,10.0,7.0,0.0,0.0,14.0,False,True,False,True,False,False,False,False,False,False,False,False,True,3,2
48.0,100.0,29.87,0.75,3.0,0.0,0.0,7.0,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
82.0,28.0,27.33,10.0,8.0,0.0,0.8270000000000001,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
88.0,32.0,29.08,10.0,7.0,0.0,0.029,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
52.0,61.0,29.97,10.0,3.5,0.0,0.0,19.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
70.0,87.0,29.28,2.0,0.0,0.0,0.0,9.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
57.0,88.0,29.97,10.0,5.0,0.0,0.0,23.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
67.0,59.0,29.64,10.0,7.0,0.0,0.675,9.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
